PLACA,Grupo,Modelo Original frota,Modelo Padrão,Modelo Simplificado,Ano,Idade
ACX8999,Pesado,DUCATO CARGO 2.8 CURTO/LONGO TB DIESEL,FIAT DUCATO ,FIAT DUCATO ,2015,10.0
ASU8677,Kombi,KOMBI FURGÃO 1.4 MI TOTAL FLEX 8V,VW KOMBI,VW KOMBI,2011,14.0
AXA7630,Kombi,KOMBI STANDARD 1.4 MI TOTAL FLEX 8V,VW KOMBI,VW KOMBI,2014,11.0
AXH4H84,Kombi,KOMBI STANDARD 1.4 MI TOTAL FLEX 8V,VW KOMBI,VW KOMBI,2014,11.0
AXV6J76,Kombi,KOMBI STANDARD 1.4 MI TOTAL FLEX 8V,VW KOMBI,VW KOMBI,2014,11.0
BAJ7268,Caminhão4.2Ton,8-160 E DELIVERY 2P (DIESEL)(E5),VW 8  160 ,CAMINHÃO 3/4 ,2015,10.0
BAJ7269,Caminhão4.2Ton,8-160 E DELIVERY 2P (DIESEL)(E5),VW 8  160 ,CAMINHÃO 3/4 ,2015,10.0
BAV9082,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2017,8.0
BAV9112,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2017,8.0
BBH4B56,Pesado,SPRINTER 415 VAN STANDARD T.A. 2.2 DIES.,MB SPRINTER ,MB SPRINTER ,2017,8.0
BBS1662,Pesado,SPRINTER 311 STREET STD. 2.2 16LUG. DIES,MB SPRINTER ,MB SPRINTER ,2018,8.0
BBV7271,Pesado,SPRINTER 313 FURGÃO LONGO 2.2 129CV DIES,MB SPRINTER ,MB SPRINTER ,2018,7.0
BBW0C96,Caminhão12Ton,CARGO 2423 E 6X2 TURBO 2P (DIESEL)(E5),FORD CARGO 2423 ,CAMINHÃO TRUCK ,2019,6.0
BBX3631,Pesado,SPRINTER 313 VAN STREET STD. 16L. DIES.,MB SPRINTER ,MB SPRINTER ,2018,8.0
BCC9492,Leve,GOL 1.0 TREND/ POWER 8V 4P,VW GOL 1 0,VW GOL ,2018,8.0
BCC9519,Leve,GOL 1.0 TREND/ POWER 8V 4P,VW GOL 1 0,VW GOL ,2018,8.0
BCH3095,Leve,UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P,FIAT UNO,FIAT UNO ,2019,7.0
BCI3G04,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2019,7.0
BCJ2731,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2018,7.0
BCJ7J75,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2019,7.0
BCJ9B46,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2019,7.0
BCN5C73,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BCN5C75,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BCN5C76,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BCN5C78,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BCN8I58,Pesado,SPRINTER 313 VAN STREET STD. 16L. DIES.,MB SPRINTER ,MB SPRINTER ,2019,7.0
BCN9F78,Médio,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT FIORINO ,FIAT FIORINO ,2019,6.0
BCO1B96,Médio,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT FIORINO ,FIAT FIORINO ,2019,6.0
BCP6661,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2019,6.0
BCQ3258,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2019,6.0
BCQ3293,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2019,6.0
BCQ7135,Pesado,SPRINTER 415 VAN STANDARD T.A. 2.2 DIES.,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7150,Pesado,SPRINTER 415 VAN STANDARD T.A. 2.2 DIES.,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7154,Pesado,SPRINTER 415 VAN STANDARD T.A. 2.2 DIES.,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7156,Pesado,SPRINTER 415 VAN STANDARD T.A. 2.2 DIES.,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7158,Pesado,SPRINTER 415 FURGÃO LON.T.ALTO 2.2 DIES,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7519,Pesado,DUCATO CARGO CURTO 2.3 16V DIESEL,FIAT DUCATO ,FIAT DUCATO ,2018,7.0
BCQ7B44,Pesado,SPRINTER 415 FURGÃO LON.T.ALTO 2.2 DIES,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7B49,Pesado,SPRINTER 415 VAN STANDARD T.A. 2.2 DIES.,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7B53,Pesado,SPRINTER 415 FURGÃO LON.T.ALTO 2.2 DIES,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCQ7B55,Pesado,SPRINTER 415 FURGÃO LON.T.ALTO 2.2 DIES,MB SPRINTER ,MB SPRINTER ,2019,6.0
BCS8D11,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2019,7.0
BCS8D34,Pesado,DUCATO CHASSI 2.3 16V DIESEL,FIAT DUCATO CHASSI ,FIAT DUCATO ,2018,7.0
BCS8D41,Leve,UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P,FIAT UNO,FIAT UNO ,2019,7.0
BCS8D48,Leve,UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P,FIAT UNO,FIAT UNO ,2019,7.0
BCS8E03,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2019,7.0
BCS8F03,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BCS8F15,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2019,6.0
BCS8J35,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BCT9F37,Pesado,DUCATO CARGO MÉDIO 2.3 16V DIESEL,FIAT DUCATO ,FIAT DUCATO ,2018,7.0
BCV8D45,Caminhão12Ton,CARGO 2423 E 6X2 TURBO 2P (DIESEL)(E5),FORD CARGO 2423 ,CAMINHÃO TRUCK ,2019,6.0
BCV8D47,Caminhão12Ton,CARGO 2423 E 6X2 TURBO 2P (DIESEL)(E5),FORD CARGO 2423 ,CAMINHÃO TRUCK ,2019,6.0
BCV9J79,Caminhão12Ton,CARGO 2423 E 6X2 TURBO 2P (DIESEL)(E5),FORD CARGO 2423 ,CAMINHÃO TRUCK ,2019,6.0
BCX6C13,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2019,6.0
BCY4D22,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2019,7.0
BCY4D56,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2019,7.0
BCY5F19,Caminhão12Ton,CARGO 2423 E 6X2 TURBO 2P (DIESEL)(E5),FORD CARGO 2423 ,CAMINHÃO TRUCK ,2019,6.0
BCY8C39,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2019,6.0
BCY8J01,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2019,6.0
BCY8J02,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2019,6.0
BCY8J17,Médio,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT FIORINO ,FIAT FIORINO ,2019,6.0
BCY8J18,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2019,6.0
BCZ3J21,Pesado,MASTER 2.3 DCI GRAND FURGÃO16V DIESEL,RENAULT MASTER,RENAULT MASTER,2020,5.0
BCZ3J22,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BCZ3J23,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BCZ7B03,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BCZ8J97,Leve,UNO DRIVE 1.0 FLEX 6V 5P,FIAT UNO,FIAT UNO ,2019,6.0
BDC6I45,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BDC6I49,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BDC6I51,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BDC7G72,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2019,6.0
BDC9J75,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDC9J76,Pesado,MASTER 2.3 DCI EXTRA FURGÃO 16V DIESEL,RENAULT MASTER,RENAULT MASTER,2020,6.0
BDC9J78,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDC9J79,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDC9J82,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDC9J83,Pesado,MASTER 2.3 DCI FURGÃO 16V DIESEL,RENAULT MASTER CURTA,RENAULT MASTER,2020,5.0
BDC9J85,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDC9J86,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDD0B32,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDD0B37,Pesado,MASTER 2.3 DCI EXTRA FURGÃO 16V DIESEL,RENAULT MASTER,RENAULT MASTER,2020,6.0
BDD0B38,Pesado,MASTER 2.3 DCI EXTRA FURGÃO 16V DIESEL,RENAULT MASTER,RENAULT MASTER,2020,6.0
BDD3B63,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDD3B65,Pesado,MASTER 2.3 DCI EXTRA FURGÃO 16V DIESEL,RENAULT MASTER,RENAULT MASTER,2020,6.0
BDD3B67,Caminhão4.2Ton,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),FORD CARGO 816 S,CAMINHÃO 3/4,2019,6.0
BDD3B68,Pesado,MASTER 2.8 FURGÃO 85CV DIESEL CURTO,RENAULT MASTER,RENAULT MASTER,2020,5.0
BDD3B71,Caminhão4.2Ton,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),FORD CARGO 816 S,CAMINHÃO 3/4,2019,6.0
BDD3B73,Caminhão4.2Ton,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),FORD CARGO 816 S,CAMINHÃO 3/4,2019,6.0
BDD4A12,Leve,GOL 1.6 MSI FLEX 8V 5P,VW GOL 1 6,VW GOL ,2019,6.0
BDD4A14,Leve,GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VW GOL 1 6,VW GOL ,2019,6.0
BDD6E16,Pesado,DUCATO MAXICARGO 2.3 16V DIESEL,FIAT DUCATO ,FIAT DUCATO ,2019,6.0
BDD6E20,Pesado,DUCATO MAXICARGO 2.3 16V DIESEL,FIAT DUCATO ,FIAT DUCATO ,2019,6.0
BDD6F94,Caminhão4.2Ton,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),FORD CARGO 816 S,CAMINHÃO 3/4,2019,6.0
BDD6J41,Moto,CG 160 FAN ESDI FLEXONE,CG 160 ,MOTO CG,2019,6.0
BDE1E73,Caminhão4.2Ton,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),FORD CARGO 816 S,CAMINHÃO 3/4,2019,6.0
BDE2G99,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDE2H14,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDE2H17,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDE2H29,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDE6J88,Caminhão4.2Ton,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),FORD CARGO 816 S,CAMINHÃO 3/4,2019,6.0
BDF4I79,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDF6H37,Leve,GOL 1.6 MSI FLEX 8V 5P,VW GOL 1 6,VW GOL ,2020,5.0
BDF6H38,Leve,GOL 1.6 MSI FLEX 8V 5P,VW GOL 1 6,VW GOL ,2020,5.0
BDF6H45,Leve,GOL 1.6 MSI FLEX 8V 5P,VW GOL 1 6,VW GOL ,2020,5.0
BDI3D70,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDI5H52,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDI6I13,Pesado,DUCATO MAXICARGO 2.3 16V DIESEL,FIAT DUCATO ,FIAT DUCATO ,2019,6.0
BDI9G34,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDK7C03,Leve,UNO DRIVE 1.0 FLEX 6V 5P,FIAT UNO,FIAT UNO ,2020,5.0
BDL4B04,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDL9G03,Leve,UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P,FIAT UNO,FIAT UNO ,2020,6.0
BDM6A46,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2020,5.0
BDN7J86,Leve,GOL 1.6 MSI FLEX 8V 5P,VW GOL 1 6,VW GOL ,2020,5.0
BDN7J89,Leve,GOL 1.6 MSI FLEX 8V 5P,VW GOL 1 6,VW GOL ,2020,5.0
BDN9C56,Caminhão4.2Ton,CARGO 816 E/816 S TURBO 2P (DIESEL)(E5),FORD CARGO 816 S,CAMINHÃO 3/4,2019,6.0
BDN9H23,Pesado,S10 PICK-UP LS 2.4 F.POWER 4X2 CS,GM S10 ,GM S10 ,2020,5.0
BDO4A59,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BDP9A84,Leve,UNO DRIVE 1.0 FLEX 6V 5P,FIAT UNO,FIAT UNO ,2020,5.0
BDQ7G14,Leve,UNO DRIVE 1.0 FLEX 6V 5P,FIAT UNO,FIAT UNO ,2020,5.0
BDQ7J83,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2019,6.0
BDQ8A27,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2019,6.0
BDQ8B16,Leve,ONIX HATCH LT 1.0 12V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2019,6.0
BDS2F92,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2F96,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2G17,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2G23,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2G31,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2G43,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2G79,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2H24,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2H51,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2H55,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2H58,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2H60,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2H62,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2H70,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS2I16,Leve,GOL 1.0 FLEX 12V 5P,VW GOL 1 0,VW GOL ,2020,5.0
BDS4A75,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2020,5.0
BDU5G74,Caminhão12Ton,24-280 E CONSTEL. 8X2 2P (DIESEL)(E5),VW 24 280,CAMINHÃO TRUCK ,2020,5.0
BDU5G85,Caminhão12Ton,24-280 E CONSTEL. 8X2 2P (DIESEL)(E5),VW 24 280,CAMINHÃO TRUCK ,2020,5.0
BDU5G86,Caminhão12Ton,24-280 E CONSTEL. 6X2 2P (DIESEL)(E5),VW 24 280,CAMINHÃO TRUCK ,2020,5.0
BDU6J33,Caminhão5Ton,9-170 DELIVERY 2P (DIESEL)(E5),VW 9 170 ,CAMINHÃO 3/4,2020,5.0
BDV5E04,Leve,VOYAGE 1.6 MSI FLEX 8V 4P,VW VOYAGE,VW VOYAGE,2020,5.0
BDV6G76,Pesado,HR 2.5 TCI DIESEL (RS/RD),HY HR,HY HR,2020,5.0
BDV6G78,Pesado,HR 2.5 TCI DIESEL (RS/RD),HY HR,HY HR,2020,5.0
BDW0J50,Moto,CG 160 START,CG 160 ,MOTO CG,2020,5.0
BDW3F49,Pesado,DUCATO MAXICARGO 2.3 16V DIESEL,FIAT DUCATO ,FIAT DUCATO ,2019,6.0
BDW3F61,Médio,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT FIORINO ,FIAT FIORINO ,2020,5.0
BDW3F64,Médio,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT FIORINO ,FIAT FIORINO ,2020,5.0
BDW4F10,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2021,4.0
BDW4F13,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2021,4.0
BDW4F16,Médio,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW SAVEIRO ,VW SAVEIRO ,2021,4.0
BDX9F69,Médio,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT FIORINO ,FIAT FIORINO ,2020,5.0
BDX9F70,Médio,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT FIORINO ,FIAT FIORINO ,2020,5.0
BDY7I29,Caminhão12Ton,24-280 E CONSTEL. 6X2 2P (DIESEL)(E5),VW 24 280,CAMINHÃO TRUCK ,2021,4.0
BEA1I66,Leve,ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM ONIX ,GM ONIX ,2020,5.0
BEA9E56,Leve,VOYAGE 1.6 MSI FLEX 8V 4P,VW VOYAGE,VW VOYAGE,2021,4.0
BEA9E63,Leve,VOYAGE 1.6 MSI FLEX 8V 4P,VW VOYAGE,VW VOYAGE,2021,4.0
BEB5D58,Leve,VOYAGE 1.6 MSI FLEX 8V 4P,VW VOYAGE,VW VOYAGE,2021,4.0
BEB5D72,Leve,VOYAGE 1.6 MSI FLEX 8V 4P,VW VOYAGE,VW VOYAGE,2021,4.0
BEB5D94,Leve,VOYAGE 1.6 MSI FLEX 8V 4P,VW VOYAGE,VW VOYAGE,2021,4.0
BEB5D96,Leve,VOYAGE 1.6 MSI FLEX 8V 4P,VW VOYAGE,VW VOYAGE,2021,4.0
BEB7C51,Pesado,S10 PICK-UP LTZ 2.5 FLEX 4X2 CD,GM S10 ,GM S10 ,2020,5.0
BEB7C52,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BEB7C54,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
BEB7C55,Médio,STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT STRADA ,FIAT STRADA ,2020,6.0
